Index, Torque, Thrust,Voltage,Current,RPM,Mech. Power,Elec. Power,Motor Eff,Prop Eff,System Eff
278,-0.00017,21.58531,12,0.0474,232,-0.00417,0.56875,-0.73399,-517065.44,3795.2302
279,-0.00019,17.07751,12,0.05184,231,-0.00455,0.62207,-0.73064,-375737.09,2745.2871
280,-0.00007,28.4555,12,0.0548,236,-0.00165,0.65761,-0.25158,-1719972.3,4327.0967
281,-0.00016,15.47128,12,0.0474,238,-0.00402,0.56874,-0.70641,-385081.81,2720.26
282,-0.0002,14.23908,12,0.05036,232,-0.00481,0.6043,-0.79673,-295746.5,2356.2959
283,-0.0002,21.74076,12,0.06517,231,-0.00494,0.78204,-0.63212,-439794.66,2780.0134
284,-0.00018,19.05777,12,0.05776,231,-0.00433,0.69316,-0.62516,-439793.72,2749.3926
285,-0.00016,26.61125,12,0.05332,231,-0.00391,0.63986,-0.61063,-681088.19,4158.9419
286,-0.00018,23.27412,12,0.05776,232,-0.0044,0.69317,-0.63419,-529441.44,3357.6421
287,-0.00038,11.06711,12,0.05332,241,-0.00968,0.63984,-1.51211,-114386.71,1729.6547
288,-0.0002,8.80835,12,0.04888,233,-0.0048,0.58651,-0.81893,-183388.77,1501.8248
289,-0.00013,21.61608,12,0.0548,231,-0.00311,0.65761,-0.47351,-694190.56,3287.0859
290,-0.00022,17.05646,12,0.04888,235,-0.00542,0.58652,-0.92392,-314755,2908.0725
291,-0.00022,12.10338,12,0.05776,231,-0.00534,0.69316,-0.77033,-226672.45,1746.1238
292,-0.00021,16.61119,12,0.05184,236,-0.00526,0.62207,-0.84564,-315777.19,2670.3232
293,-0.00021,14.19699,12,0.05925,229,-0.00502,0.71095,-0.70642,-282678.94,1996.9119
294,-0.00025,5.59589,12,0.06073,231,-0.00605,0.7287,-0.83006,-92514.18,767.92542
295,-0.00019,22.37385,12,0.06369,231,-0.00464,0.76423,-0.60726,-482108.97,2927.6526
296,-0.0003,14.77665,12,0.05776,231,-0.00725,0.69317,-1.04642,-203718.91,2131.7544
297,-0.00014,25.79357,12,0.05184,239,-0.0034,0.62206,-0.54713,-757855.31,4146.4702
298,-0.00017,14.2909,12,0.06221,231,-0.00405,0.74646,-0.54317,-352465.91,1914.48
299,-0.00026,20.46646,12,0.05925,231,-0.00634,0.71095,-0.89168,-322847.44,2878.7598
300,-0.00023,16.77796,12,0.0474,238,-0.00578,0.56875,-1.01614,-290308.25,2949.9497
301,-0.00019,14.89162,12,0.06073,231,-0.00464,0.72873,-0.63679,-320904.16,2043.4993
302,-0.0002,26.37323,12,0.07109,232,-0.00478,0.85311,-0.55994,-552093.44,3091.4177
303,-0.00019,16.01047,12,0.05628,239,-0.00481,0.67537,-0.71276,-332597,2370.6111
304,-0.00023,13.07813,12,0.06517,231,-0.00552,0.78201,-0.70568,-236986.28,1672.376
305,-0.00009,25.01636,12,0.06813,231,-0.00227,0.81758,-0.27707,-1104331.3,3059.7944
306,-0.00031,24.68443,12,0.05184,237,-0.00769,0.62208,-1.23604,-321029.09,3968.0601
307,-0.00017,31.59671,12,0.07109,234,-0.00424,0.85312,-0.49739,-744618.75,3703.679
308,-0.00019,25.97977,12,0.06369,231,-0.00449,0.76425,-0.58756,-578556.25,3399.3909
309,-0.00017,22.34147,12,0.06073,231,-0.00416,0.72873,-0.57071,-537197.75,3065.8281
310,-0.00033,21.25338,12,0.06221,231,-0.00798,0.74647,-1.06867,-266422.31,2847.1865
311,-0.00022,24.50794,12,0.04888,236,-0.00536,0.58653,-0.91462,-456851.31,4178.4438
312,-0.0002,29.76218,12,0.04147,231,-0.00489,0.49766,-0.98233,-608803.06,5980.4507
313,-0.00018,22.66369,12,0.0548,231,-0.00445,0.6576,-0.67624,-509641.53,3446.4221
314,-0.00015,21.54483,12,0.0548,232,-0.00376,0.65763,-0.57218,-572571.69,3276.1382
315,-0.00019,16.88159,12,0.0548,236,-0.00462,0.65762,-0.70267,-365334.97,2567.0833
316,-0.00016,17.69928,12,0.06073,231,-0.00378,0.7287,-0.51843,-468506.38,2428.875
317,-0.00034,17.11961,12,0.05332,235,-0.00836,0.63984,-1.30598,-204873.11,2675.6116
318,-0.00016,20.6219,12,0.05184,233,-0.00392,0.62207,-0.62973,-526427.69,3315.0635
319,-0.00015,26.89137,12,0.05628,237,-0.00385,0.67538,-0.56938,-699301.31,3981.6716
320,-0.00015,16.61119,12,0.05776,231,-0.00358,0.69316,-0.51671,-463790.84,2396.4333
321,-0.00012,23.08791,12,0.05776,233,-0.00293,0.69316,-0.42302,-787384.69,3330.833
322,-0.00017,28.41502,12,0.05036,231,-0.00415,0.6043,-0.68748,-683969.19,4702.1421
323,-0.00015,18.53963,12,0.05776,231,-0.00364,0.69316,-0.52443,-510013.56,2674.6431
324,-0.00022,15.36765,12,0.06517,231,-0.00536,0.78203,-0.68526,-286766.19,1965.1071
325,-0.00017,14.68436,12,0.06073,231,-0.00411,0.72871,-0.56395,-357319.19,2015.1061
326,-0.00015,25.86481,12,0.0548,232,-0.00358,0.65761,-0.54407,-722915.19,3933.1428
327,-0.0002,24.39459,12,0.05184,232,-0.00475,0.62206,-0.76424,-513140.63,3921.613
328,-0.00032,21.29548,12,0.05036,231,-0.0077,0.6043,-1.27345,-276728.53,3523.9934
329,-0.00019,23.47166,12,0.05036,231,-0.00457,0.6043,-0.75645,-513463.13,3884.1101
330,-0.00024,33.9591,12,0.05184,232,-0.00591,0.62207,-0.95059,-574281.69,5459.0796
331,-0.0002,31.5449,12,0.05925,232,-0.00482,0.71095,-0.67757,-654840.5,4436.9897
332,-0.00015,8.77759,12,0.06221,231,-0.0036,0.7465,-0.4822,-243843.81,1175.8258
333,-0.00024,16.60147,12,0.06517,233,-0.00595,0.78202,-0.76066,-279084.5,2122.8943
334,-0.00019,23.79226,12,0.0548,231,-0.00455,0.65761,-0.69206,-522785.94,3617.979
335,-0.00019,25.4503,12,0.07109,231,-0.00455,0.85311,-0.53278,-559933.56,2983.2334
336,-0.00017,22.92276,12,0.06665,231,-0.00404,0.79979,-0.50469,-567892.44,2866.1057
337,-0.00027,30.19774,12,0.06517,236,-0.00667,0.78202,-0.85251,-452954.22,3861.5022
338,-0.00017,26.64202,12,0.05776,231,-0.00404,0.69316,-0.58274,-659571.25,3843.575
339,-0.00027,31.53357,12,0.06665,242,-0.00692,0.7998,-0.86494,-455834.53,3942.6865
340,-0.00022,25.78223,12,0.06517,236,-0.00544,0.78201,-0.69528,-474185.97,3296.8977
341,-0.00022,30.06173,12,0.0548,231,-0.00544,0.65761,-0.82654,-553078.13,4571.3882
342,-0.00028,28.67409,12,0.06072,235,-0.00701,0.72869,-0.96237,-408887.88,3935.0132
343,-0.00018,24.97426,12,0.05332,231,-0.00435,0.63984,-0.67994,-574050.56,3903.2087
344,-0.00017,21.11899,12,0.07109,231,-0.00407,0.85311,-0.47716,-518803.94,2475.5259
345,-0.0002,26.55944,12,0.05924,232,-0.00485,0.71093,-0.68186,-547894.94,3735.8735
346,-0.00018,26.74565,12,0.06221,234,-0.00448,0.74648,-0.60002,-597135.63,3582.925
347,-0.0002,22.74627,12,0.05628,231,-0.00476,0.67539,-0.70459,-477988.81,3367.8696
348,-0.00021,27.02576,12,0.04443,240,-0.00524,0.5332,-0.98286,-515693.56,5068.5674
349,-0.00027,27.75116,12,0.06369,234,-0.0066,0.76425,-0.86381,-420366.53,3631.1719
350,-0.00038,22.60054,12,0.06221,235,-0.00935,0.74649,-1.25253,-241718.55,3027.5881
351,-0.00018,23.82464,12,0.06961,232,-0.00432,0.83536,-0.5166,-552077.69,2852.0354
352,-0.00016,26.32142,12,0.0548,232,-0.00396,0.65762,-0.60288,-663904.94,4002.5422
353,-0.00017,22.15526,12,0.04443,231,-0.00413,0.53321,-0.77399,-536837.19,4155.0815
354,-0.00018,28.52836,12,0.06517,230,-0.00424,0.782,-0.54192,-673187.5,3648.1394
355,-0.00021,32.25896,12,0.06517,230,-0.00515,0.78203,-0.65862,-626319.69,4125.0479
356,-0.00023,39.26516,12,0.06961,230,-0.00553,0.83533,-0.66254,-709471.5,4700.5405
357,-0.00018,18204.318,12,0.06369,234,-0.00434,0.76423,-0.56771,-419588160,2382044.8
358,-0.00014,27.43056,12,0.06369,230,-0.00343,0.76423,-0.4483,-800654.63,3589.3032
359,-0.00018,27.14073,12,0.07257,231,-0.00446,0.8709,-0.512,-608670.31,3116.416
360,-0.00014,20.41464,12,0.05184,234,-0.00349,0.62207,-0.56036,-585645,3281.7463
361,-0.00016,27.60705,12,0.05036,232,-0.00382,0.60428,-0.63186,-723029.75,4568.5679
362,-0.00026,32.53908,12,0.0548,231,-0.00618,0.65761,-0.94043,-526155.06,4948.1108
363,-0.00025,18.08302,12,0.06517,231,-0.00609,0.78202,-0.77833,-297088.84,2312.3462
364,-0.00023,28.07338,12,0.05628,235,-0.00568,0.67537,-0.84135,-494055.13,4156.7212
365,-0.00017,28.35187,12,0.04295,230,-0.00421,0.51544,-0.81609,-674005.88,5500.4985
366,-0.00025,25.06817,12,0.07109,237,-0.00615,0.85312,-0.72135,-407350.72,2938.4211
367,-0.00023,28.24825,12,0.05776,233,-0.00559,0.69316,-0.80678,-505130.34,4075.2678
368,-0.00018,29.14042,12,0.07257,231,-0.00432,0.8709,-0.49659,-673799.44,3346.0291
369,-0.00013,29.89657,12,0.05628,236,-0.0032,0.67538,-0.47322,-935426.44,4426.6377
370,-0.00017,28.30006,12,0.06813,235,-0.00421,0.81758,-0.5148,-672377.38,3461.4287
371,-0.00019,27.24435,12,0.06369,230,-0.00469,0.76424,-0.61388,-580721.06,3564.9116
372,-0.00016,27.9487,12,0.06517,234,-0.00403,0.78204,-0.515,-693952.94,3573.8296
373,-0.00022,31.14982,12,0.04295,231,-0.00529,0.51542,-1.02721,-588345.19,6043.5244
374,-0.00014,34.15502,12,0.05332,231,-0.00338,0.63984,-0.52875,-1009556,5338.0161
375,-0.00011,33.84414,12,0.07257,237,-0.00268,0.87088,-0.30756,-1263563,3886.1819
376,-0.00016,31.78292,12,0.0548,234,-0.00393,0.65761,-0.59814,-808031.56,4833.1235
377,-0.0002,17.35763,12,0.07554,231,-0.00474,0.90643,-0.52318,-366017.25,1914.9457
378,-0.00019,28.47655,12,0.06665,235,-0.00474,0.79981,-0.59314,-600270.13,3560.4126
379,-0.00017,26.93347,12,0.06072,231,-0.00413,0.72869,-0.56676,-652163.81,3696.1729
380,-0.00022,24.09343,12,0.06369,230,-0.00537,0.76427,-0.70231,-448874.69,3152.4958
381,-0.00017,26.82984,12,0.0474,231,-0.00415,0.56874,-0.7299,-646305,4717.3955
382,-0.00038,18.66269,12,0.06073,237,-0.00951,0.72871,-1.30511,-196234.19,2561.0645
383,-0.00021,37.82409,12,0.06813,229,-0.00505,0.81757,-0.61723,-749550.56,4626.4263
384,-0.00038,31.17087,12,0.05332,235,-0.00945,0.63984,-1.47662,-329918.47,4871.6294
385,-0.0002,35.25444,12,0.06221,231,-0.00482,0.74646,-0.646,-731094.5,4722.8604
386,-0.00017,31.1822,12,0.06665,231,-0.00419,0.7998,-0.52334,-744968.88,3898.7273
387,-0.00018,30.42443,12,0.04295,238,-0.00437,0.51544,-0.84717,-696744.94,5902.5913
388,-0.00029,26.15626,12,0.05777,231,-0.00705,0.69319,-1.01706,-371006.28,3773.3403
389,-0.00019,31.23402,12,0.05776,230,-0.00454,0.69317,-0.65499,-687942.13,4505.9771
390,-0.00022,28.83925,12,0.06073,231,-0.0053,0.72871,-0.72692,-544433.56,3957.5847
391,-0.0002,30.13459,12,0.06517,235,-0.00481,0.78202,-0.61481,-626762.31,3853.4268
392,-0.00024,24.01085,12,0.05925,229,-0.00586,0.71094,-0.82368,-410029.34,3377.3318
393,-0.00017,23.92827,12,0.05776,233,-0.00416,0.69316,-0.5995,-575819.63,3452.0413
394,-0.00017,23.09925,12,0.07109,231,-0.00419,0.85312,-0.49084,-551634.44,2707.6296
395,-0.0002,35.72077,12,0.05925,234,-0.00492,0.71094,-0.69167,-726422.38,5024.4326
396,-0.0002,28.5397,12,0.0548,230,-0.00482,0.65761,-0.73222,-592700.94,4339.9004
397,-0.00026,24.83987,12,0.06221,229,-0.00623,0.74649,-0.835,-398511.5,3327.5703
398,-0.00021,32.34154,12,0.06073,231,-0.00511,0.72873,-0.70168,-632495.19,4438.0967
399,-0.0002,30.65273,12,0.0548,230,-0.00476,0.65763,-0.72309,-644607.88,4661.0972
400,-0.0003,29.35739,12,0.06517,233,-0.0074,0.782,-0.94628,-396728.41,3754.1526
401,-0.00019,26.27932,12,0.07257,229,-0.00453,0.87088,-0.51979,-580532.69,3017.5457
402,-0.00026,32.24924,12,0.06517,233,-0.00622,0.78203,-0.79592,-518115.13,4123.8057
403,-0.00024,33.98986,12,0.05776,229,-0.00568,0.69316,-0.81934,-598485.88,4903.6304
404,-0.00018,32.43545,12,0.06073,232,-0.00438,0.7287,-0.60041,-741349.56,4451.124
405,-0.00021,32.54879,12,0.06517,230,-0.00495,0.78201,-0.63312,-657409.19,4162.2012
406,-0.0002,43.90736,12,0.06517,238,-0.00509,0.78204,-0.65063,-862926.19,5614.4395
407,-0.00022,34.84965,12,0.06813,236,-0.0054,0.81756,-0.65993,-645923.5,4262.6406
408,-0.00022,34.39466,12,0.06665,231,-0.00535,0.79979,-0.66939,-642444.94,4300.4751
409,-0.0002,38.98504,12,0.06369,231,-0.00474,0.76425,-0.61984,-822962.63,5101.0605
410,-0.00017,28.01023,12,0.05332,228,-0.00408,0.63985,-0.63785,-686307.44,4377.6191
411,-0.00022,36.0106,12,0.05776,229,-0.00538,0.69316,-0.7763,-669213.31,5195.1147
412,-0.00021,39.79301,12,0.06665,230,-0.00507,0.7998,-0.63343,-785470.56,4975.3765
413,-0.00019,41.42029,12,0.06665,231,-0.0045,0.7998,-0.56273,-920306.31,5178.8374
414,-0.00022,37.76256,12,0.05776,230,-0.00532,0.69314,-0.76705,-710257.75,5448.042
415,-0.0002,30.48757,12,0.06665,234,-0.00501,0.7998,-0.62668,-608266.19,3811.9043
416,-0.00035,32.35287,12,0.06072,242,-0.00889,0.72869,-1.21934,-364118.88,4439.8608
417,-0.0002,31.77159,12,0.06221,230,-0.00471,0.74647,-0.6313,-674198.5,4256.2466
418,-0.00023,28.10414,12,0.0548,229,-0.00554,0.65761,-0.84298,-506973.28,4273.6665
419,-0.00021,29.26509,12,0.06369,230,-0.00496,0.76424,-0.64932,-589744.94,3829.324
420,-0.00034,33.58507,12,0.06369,237,-0.00847,0.76425,-1.10823,-396532.88,4394.4927
421,-0.00019,39.36879,12,0.05184,230,-0.00463,0.62206,-0.74385,-850815.81,6328.8262
422,-0.00013,30.94257,12,0.06369,230,-0.00323,0.76425,-0.42256,-958149.69,4048.73
423,-0.0002,36.97402,12,0.06517,231,-0.00493,0.78203,-0.63035,-750058.75,4727.9766
424,-0.0002,40.30143,12,0.0548,230,-0.00486,0.65763,-0.73899,-829277.38,6128.293
425,-0.00019,43.26454,12,0.04443,228,-0.00451,0.5332,-0.84622,-958862.13,8114.0811
426,-0.00025,37.46139,12,0.06369,236,-0.00629,0.76425,-0.82345,-595269.88,4901.7334
427,-0.00016,36.0527,12,0.05776,232,-0.00396,0.69316,-0.57113,-910685.5,5201.1875
428,-0.00031,37.19261,12,0.06369,236,-0.00769,0.76426,-1.00674,-483392.81,4866.4902
429,-0.0002,40.32087,12,0.06813,230,-0.00475,0.81758,-0.58057,-849456.38,4931.7148
430,-0.00035,33.62717,12,0.07109,247,-0.00898,0.85311,-1.05225,-374597.19,3941.7097
431,-0.00017,48.95434,12,0.06517,230,-0.00411,0.78201,-0.52604,-1190021.3,6260.0269
432,-0.00037,60.67398,12,0.05924,246,-0.00958,0.71093,-1.34725,-633471.5,8534.4541
433,-0.00023,48.64346,12,0.06961,231,-0.00564,0.83535,-0.67526,-862347.81,5823.1226
434,-0.00012,43.83449,12,0.06073,230,-0.00283,0.72871,-0.38791,-1550700.4,6015.3687
435,-0.00018,30.07306,12,0.06517,237,-0.00449,0.78202,-0.57467,-669177.31,3845.5593
436,-0.00021,27.38846,12,0.06073,230,-0.00511,0.7287,-0.70065,-536436.31,3758.5237
437,-0.00018,32.32211,12,0.07405,233,-0.00429,0.88866,-0.48253,-753774.5,3637.1868
438,-0.00016,32.49698,12,0.07554,230,-0.00391,0.90643,-0.43126,-831329.38,3585.1641
439,-0.00032,38.00058,12,0.06517,235,-0.00789,0.78204,-1.00901,-481573.38,4859.1387
440,-0.00026,33.03616,12,0.06221,230,-0.00631,0.74648,-0.84528,-523569.53,4425.6211
441,-0.00027,33.05722,12,0.07109,244,-0.00681,0.85312,-0.79838,-485337.63,3874.8491
442,-0.00025,25.80328,12,0.05628,231,-0.00615,0.67538,-0.9109,-419427.38,3820.564
443,-0.00021,21.93829,12,0.06961,230,-0.00497,0.83533,-0.59494,-441440.59,2626.3115
444,-0.00021,28.88135,12,0.07405,229,-0.00509,0.88866,-0.57324,-566952.06,3250.0002
445,-0.00018,29.61646,12,0.06073,229,-0.0042,0.72871,-0.57631,-705211.31,4064.208
446,-0.00027,26.30037,12,0.07702,244,-0.00695,0.9242,-0.75219,-378325.09,2845.7385
447,-0.00019,42.01129,12,0.06221,230,-0.00452,0.74646,-0.60557,-929377.31,5628.041
448,-0.0002,25.09894,12,0.05776,236,-0.00482,0.69316,-0.69589,-520330.75,3620.929
449,-0.00026,26.404,12,0.06369,232,-0.00622,0.76427,-0.81442,-424205.63,3454.8218
450,-0.00029,23.09925,12,0.06072,238,-0.00724,0.72869,-0.99366,-319020.31,3169.9644
451,-0.00023,31.36841,12,0.06073,230,-0.00544,0.72871,-0.74585,-577143.25,4304.626
452,-0.00015,27.34798,12,0.06369,231,-0.00363,0.76425,-0.47522,-753003.63,3578.4177
453,-0.00021,29.74113,12,0.0548,229,-0.00509,0.65761,-0.7745,-583936.19,4522.5967
454,-0.00021,30.76769,12,0.06369,230,-0.0051,0.76424,-0.66703,-603564.63,4025.9395
455,-0.00018,28.15595,12,0.05628,230,-0.00427,0.67539,-0.63157,-660078.31,4168.8423
456,-0.00021,23.96875,12,0.05628,230,-0.0051,0.67539,-0.75541,-469793.63,3548.8738
457,-0.00022,19.64715,12,0.05776,230,-0.00536,0.69316,-0.77394,-366237.38,2834.4438
458,-0.00026,33.79232,12,0.06665,230,-0.00624,0.79981,-0.78045,-541358.94,4225.042
459,-0.00021,27.72039,12,0.0548,230,-0.00508,0.65762,-0.77291,-545377.63,4215.2759
460,-0.0002,26.33114,12,0.05777,230,-0.00481,0.69318,-0.69425,-547148.88,3798.5996
461,-0.00025,30.38395,12,0.05332,234,-0.00623,0.63984,-0.97397,-487560.91,4748.6855
462,-0.00024,24.47717,12,0.05628,230,-0.00575,0.6754,-0.85187,-425429.56,3624.0908
463,-0.00022,36.3733,12,0.06813,229,-0.00527,0.81757,-0.64468,-690098.56,4448.9434
464,-0.00022,28.88135,12,0.07257,231,-0.00539,0.8709,-0.61884,-535886.44,3316.282
465,-0.00025,30.18641,12,0.06813,229,-0.0059,0.81758,-0.72161,-511653.28,3692.1514
466,-0.00022,34.68449,12,0.08146,234,-0.00532,0.97752,-0.54449,-651660.13,3548.2139
467,-0.0002,33.74051,12,0.05777,230,-0.00484,0.69318,-0.69814,-697206.13,4867.4951
468,-0.00019,34.90147,12,0.05184,231,-0.0045,0.62208,-0.72304,-775942.88,5610.4136
469,-0.00027,30.7256,12,0.05924,237,-0.00678,0.71093,-0.95301,-453497.03,4321.8887
470,-0.00022,34.68449,12,0.06369,230,-0.00529,0.76425,-0.69269,-655179.19,4538.3486
471,-0.00041,31.25345,12,0.06813,241,-0.01031,0.81757,-1.26095,-303164.13,3822.7437
472,-0.00018,34.94357,12,0.06961,237,-0.00458,0.83533,-0.54838,-762830.19,4183.1904
473,-0.0002,30.76769,12,0.06369,230,-0.00483,0.76427,-0.63155,-637447.38,4025.7888
474,-0.00021,37.36748,12,0.05036,230,-0.00501,0.6043,-0.82856,-746308.44,6183.6021
475,-0.00035,30.65273,12,0.06221,234,-0.00866,0.74646,-1.16044,-353866.53,4106.3921
476,-0.00041,43.57542,12,0.06665,236,-0.01016,0.7998,-1.2699,-429031.84,5448.2964
477,-0.00026,33.26447,12,0.07257,229,-0.00617,0.8709,-0.70807,-539436.19,3819.5713
478,-0.00021,36.736,12,0.05332,231,-0.00505,0.63983,-0.78876,-727916.69,5741.5449
479,-0.00021,39.3785,12,0.06369,229,-0.00509,0.76424,-0.66561,-774122.81,5152.6597
480,-0.00018,39.39955,12,0.05925,230,-0.00438,0.71095,-0.61617,-899400.31,5541.8398
481,-0.00017,34.65373,12,0.06517,248,-0.00451,0.78202,-0.57665,-768458.38,4431.3066
482,-0.00095,27.04681,12,0.08738,670,-0.06632,1.04859,-6.32468,-40782.164,2579.342
483,-0.0002,28.75667,12,0.10812,732,-0.01553,1.29742,-1.19699,-185169.58,2216.4561
484,-0.01863,42.9747,12,0.10219,732,-1.42771,1.22633,-116.42125,-3010.043,3504.3296
485,-0.00263,29.47235,12,0.63538,732,-0.20161,7.62459,-2.64421,-14618.469,386.54355
486,-0.00117,32.19743,12,0.66945,732,-0.08977,8.03336,-1.11742,-35867.949,400.79642
487,-0.00032,45.06831,12,0.49764,732,-0.02425,5.97169,-0.4061,-185842.09,754.69971
488,-0.00038,29.69903,12,0.46654,4004,-0.15826,5.59846,-2.82684,-18766.051,530.48615
489,-0.00041,34.79784,12,0.52134,4004,-0.17348,6.25608,-2.77302,-20058.434,556.22388
490,-0.00037,48.03141,12,0.5243,4004,-0.15319,6.29161,-2.4348,-31354.529,763.42041
491,-0.00353,54.78826,12,0.46061,4004,-1.48018,5.52735,-26.77925,-3701.45,991.22046
492,-0.00382,25.4503,12,0.50505,4004,-1.60273,6.06055,-26.44522,-1587.9382,419.93378
493,-0.00036,36.26967,12,0.47987,4569,-0.17374,5.75842,-3.01713,-20875.945,629.8551
494,-0.00264,31.24373,12,0.4458,4569,-1.26252,5.34964,-23.60007,-2474.7156,584.03448
495,-0.0004,31.87521,12,0.43988,4569,-0.19374,5.27854,-3.67039,-16452.311,603.86407
496,-0.00041,33.5964,12,0.45617,4569,-0.19601,5.47405,-3.58062,-17140.564,613.73914
497,-0.00042,36.67447,12,0.49172,4569,-0.19927,5.9006,-3.37719,-18404.008,621.53827
498,-0.0004,37.84514,12,0.50208,4438,-0.18404,6.025,-3.05452,-20564.086,628.13513
499,-0.00035,37.40958,12,0.51986,4438,-0.16184,6.23829,-2.59424,-23115.699,599.67633
500,-0.00389,38.52843,12,0.45024,4438,-1.80749,5.40292,-33.4539,-2131.6008,713.1037
501,-0.00038,22.34147,12,0.46654,4438,-0.17698,5.59847,-3.1612,-12623.808,399.06409
502,-0.00057,23.90722,12,0.50949,4438,-0.26503,6.11389,-4.33488,-9020.5938,391.03152
503,-0.00038,28.51865,12,0.47246,4458,-0.17868,5.66956,-3.15149,-15961.103,503.01312
504,-0.00041,29.16146,12,0.42063,4458,-0.19306,5.04751,-3.82486,-15104.843,577.73981
505,-0.00038,29.02545,12,0.51394,4458,-0.17612,6.16723,-2.8557,-16480.736,470.64023
506,-0.00039,26.49791,12,0.46654,4458,-0.18282,5.59848,-3.26558,-14493.771,473.30557
507,-0.00352,35.00509,12,0.47543,4458,-1.64558,5.70511,-28.84403,-2127.2129,613.57397
508,-0.00043,22.68474,12,0.44877,4379,-0.1974,5.38521,-3.66556,-11491.878,421.2413
509,-0.00041,26.19674,12,0.45321,4379,-0.1892,5.43851,-3.47896,-13845.771,481.68945
510,-0.00042,176.68512,12,0.45469,4379,-0.19278,5.45628,-3.53318,-91651.016,3238.1978
511,-0.00024,675.40283,12,0.44728,4379,-0.11041,5.36739,-2.05709,-611709.63,12583.442
512,-0.00278,2343.5293,12,0.49171,4379,-1.2758,5.90058,-21.62156,-183691.31,39716.938
513,-0.00045,22.90171,12,0.47246,4511,-0.21188,5.66957,-3.73716,-10808.759,403.94083
514,-0.00441,20.51827,12,0.49023,4511,-2.08392,5.88282,-35.42382,-984.60034,348.78302
515,-0.00046,26.61125,12,0.46654,4511,-0.21953,5.59845,-3.92121,-12122.104,475.33258
516,-0.00042,28.46684,12,0.48431,4511,-0.19727,5.81172,-3.39429,-14430.642,489.81805
517,-0.00042,27.17149,12,0.49024,4511,-0.19942,5.88284,-3.38992,-13625.032,461.87741
518,-0.00046,30.26898,12,0.46654,4463,-0.21315,5.59845,-3.80737,-14200.554,540.66724
519,-0.00036,21.64846,12,0.4932,4463,-0.16624,5.91837,-2.80882,-13022.704,365.78418
520,-0.0004,25.43087,12,0.52578,4463,-0.18623,6.30937,-2.9517,-13655.357,403.06485
521,-0.00044,30.44547,12,0.44877,4463,-0.20628,5.38518,-3.83057,-14759.064,565.35632
522,-0.00041,34.75735,12,0.48283,4463,-0.19296,5.79396,-3.33029,-18013.131,599.8894
523,-0.0004,30.5912,12,0.4384,4346,-0.18425,5.26078,-3.5024,-16602.771,581.49554
524,-0.00041,36.87039,12,0.51986,4346,-0.18469,6.23828,-2.96064,-19963.096,591.03491
525,-0.0004,31.71006,12,0.52875,4346,-0.1799,6.34494,-2.83535,-17626.371,499.76901
526,-0.00041,35.12006,12,0.49616,4346,-0.18864,5.95391,-3.16831,-18617.656,589.86499
527,-0.00384,23.3988,12,0.47394,4346,-1.74702,5.68733,-30.71779,-1339.353,411.41974
528,-0.0004,32.59089,12,0.4621,4502,-0.19004,5.54515,-3.42705,-17149.932,587.737
529,-0.00038,31.88655,12,0.47394,4502,-0.17776,5.68731,-3.1256,-17937.723,560.66162
530,-0.00087,40.95397,12,0.47838,4502,-0.4081,5.74062,-7.10895,-10035.336,713.40674
531,-0.00033,49.1616,12,0.48875,4502,-0.15578,5.86503,-2.65611,-31557.947,838.21503
532,-0.00039,39.61652,12,0.48579,4502,-0.18244,5.82951,-3.12967,-21714.316,679.58624
533,-0.00037,48.95434,12,0.44284,4410,-0.17303,5.3141,-3.25613,-28291.693,921.21533
534,-0.00037,37.43063,12,0.46802,4410,-0.17286,5.61623,-3.07783,-21653.939,666.47205
535,-0.00349,45.85523,12,0.4695,4410,-1.61335,5.634,-28.63601,-2842.2319,813.90173
536,-0.00104,36.71495,12,0.47987,4410,-0.48123,5.7584,-8.35696,-7629.4473,637.5896
537,-0.00034,40.99445,12,0.44284,4410,-0.15642,5.31411,-2.94345,-26208.238,771.42639
538,-0.0004,40.17676,12,0.45617,4589,-0.19296,5.47406,-3.52503,-20821.043,733.94757
539,-0.0004,40.21724,12,0.4621,4589,-0.18984,5.54516,-3.42344,-21185.338,725.26733
540,-0.00039,34.45619,12,0.47987,4589,-0.189,5.75841,-3.28209,-18231.182,598.36298
541,-0.00036,33.50249,12,0.43247,4589,-0.17329,5.18969,-3.33921,-19332.684,645.55872
542,-0.00037,46.0722,12,0.48727,4589,-0.17629,5.84727,-3.01486,-26134.762,787.92633
543,-0.00033,43.64828,12,0.45469,4414,-0.15265,5.45626,-2.79772,-28593.504,799.96674
544,-0.00035,44.10328,12,0.46802,4414,-0.16127,5.61621,-2.87152,-27347.377,785.28522
545,-0.00037,42.33189,12,0.45617,4414,-0.17101,5.47405,-3.12401,-24754.113,773.31976
546,-0.00037,39.87559,12,0.4695,4414,-0.17326,5.634,-3.07523,-23015.082,707.76758
547,-0.00037,34.22788,12,0.47394,4414,-0.17189,5.68731,-3.0224,-19912.271,601.82935
548,-0.00035,31.25345,12,0.46506,4476,-0.16213,5.58069,-2.90517,-19276.943,560.02795
549,-0.00036,34.17607,12,0.48283,4476,-0.16776,5.79397,-2.89534,-20372.596,589.85565
550,-0.00034,46.18716,12,0.45765,4476,-0.15884,5.49185,-2.89232,-29077.475,841.01221
551,-0.00422,45.02621,12,0.49616,4476,-1.97648,5.95391,-33.19629,-2278.1023,756.24536
