Index, Torque, Thrust,Voltage,Current,RPM,Mech. Power,Elec. Power,Motor Eff,Prop Eff,System Eff
552,-0.00042,37.79332,12,0.43099,4476,-0.19463,5.1719,-3.76328,-19417.719,730.74353
553,-0.00031,42.3416,12,0.48283,4465,-0.14521,5.79398,-2.50622,-29158.908,730.78571
554,-0.00423,34.04168,12,0.49616,4465,-1.98015,5.9539,-33.25805,-1719.1449,571.75397
555,-0.00083,29.55493,12,0.47691,4465,-0.38955,5.72286,-6.80697,-7586.8672,516.43591
556,-0.00515,29.52416,12,0.47839,4465,-2.40808,5.74065,-41.94777,-1226.0476,514.29962
557,-0.0004,32.68481,12,0.47543,4465,-0.18483,5.70511,-3.23964,-17684.168,572.90363
558,-0.00092,35.25444,12,0.46654,4559,-0.43709,5.59844,-7.80739,-8065.6699,629.71863
559,-0.00036,27.47104,12,0.47394,4559,-0.17188,5.68729,-3.0221,-15983.077,483.02512
560,-0.00042,35.89726,12,0.46358,4559,-0.19854,5.56293,-3.56893,-18080.904,645.29431
561,-0.00361,40.94263,12,0.47839,4559,-1.72338,5.74065,-30.02069,-2375.7119,713.20508
562,-0.0041,41.8348,12,0.48135,4559,-1.95961,5.77618,-33.92568,-2134.8567,724.26459
563,-0.00035,42.99575,12,0.45617,4435,-0.16335,5.47407,-2.98412,-26320.764,785.44397
564,-0.0004,36.93354,12,0.48727,4435,-0.18534,5.8473,-3.16966,-19927.506,631.63452
565,-0.00492,44.62141,12,0.47098,4435,-2.28719,5.65178,-40.46849,-1950.9258,789.51013
566,-0.00038,34.34285,12,0.51245,4435,-0.17661,6.14942,-2.87201,-19445.369,558.4729
567,-0.00086,34.61163,12,0.47691,4435,-0.40107,5.72286,-7.00829,-8629.7158,604.79553
568,-0.00031,37.03717,12,0.49616,4452,-0.14402,5.95391,-2.41884,-25717.432,622.06409
569,-0.00029,43.34712,12,0.44284,4452,-0.13742,5.3141,-2.58594,-31543.627,815.69952
570,-0.00017,33.56564,12,0.40433,4452,-0.07807,4.85198,-1.60908,-42993.055,691.7926
571,-0.00163,35.90697,12,0.45765,4452,-0.75805,5.49183,-13.80328,-4736.7422,653.82593
572,0.00515,49.32675,12,0.06813,4279,2.30577,0.81757,282.02707,2139.2717,6033.3257
573,0.00033,42.45657,12,0.08738,493,0.01696,1.04861,1.6172,250361,4048.8401
574,0.00004,38.93323,12,0.03259,390,0.00167,0.39103,0.42708,2331315.8,9956.5029
575,-0.00023,40.53945,12,0.04592,390,-0.00952,0.55098,-1.72716,-425998.34,7357.6787
576,-0.00025,39.29593,12,0.04592,0,0,0.55099,0,#NAME?, NAN
577,-0.00023,41.19199,12,0.03259,0,0,0.39103,0,#NAME?, NAN
578,-0.00025,39.09838,12,0.0311,0,0,0.37324,0,#NAME?, NAN
579,-0.00642,44.25872,12,0.15255,0,0,1.8306,0,#NAME?, NAN
580,-0.00305,22.4451,12,-0.0074,1632,-0.52088,-0.08885,586.23804,-4309.041,-25261.238
581,-0.00051,9.57584,12,-0.14663,1632,-0.08789,-1.75959,4.99507,-10894.909,-544.20795
582,0.00246,51.32645,12,0.05036,3919,1.00795,0.6043,166.79587,5092.1782,8493.543
583,-0.00002,153.86598,12,0.06073,180,-0.00045,0.7287,-0.06147,-34349396,21115.063
584,-0.00012,105.78277,12,0.04443,173,-0.00209,0.53321,-0.39104,-5073331.5,19838.9
585,-0.00015,85.8555,12,0.05628,175,-0.00279,0.6754,-0.41318,-3076553,12711.769
586,-0.00014,67.06813,12,0.01777,187,-0.00279,0.21329,-1.31042,-2399586.5,31444.682
587,-0.0002,27.25407,12,0.03703,187,-0.004,0.44435,-0.90033,-681257.44,6133.5313
588,-0.00022,39.0579,12,0.02666,0,0,0.31993,0,#NAME?, NAN
589,-0.00017,37.05659,12,0.02222,0,0,0.26662,0,#NAME?, NAN
590,-0.00122,32.87101,12,0.08294,592,-0.07554,0.99531,-7.58987,-43513.129,3302.5906
591,-0.00058,37.67836,12,0.06665,348,-0.02098,0.7998,-2.6231,-179595.92,4710.9795
592,-0.00007,34.55982,12,0.06073,251,-0.00181,0.72871,-0.24886,-1905747.3,4742.6143
593,-0.00011,34.2797,12,0.06369,193,-0.00231,0.76426,-0.30211,-1484660.3,4485.3491
594,-0.00017,42.76745,12,0.02518,182,-0.00321,0.30217,-1.06077,-1334257.5,14153.449
595,-0.00017,48.69527,12,0.02666,182,-0.00332,0.31994,-1.03666,-1468198.9,15220.28
596,-0.00017,51.22282,12,0.0311,0,0,0.37325,0,#NAME?, NAN
597,-0.00017,56.51916,12,0.03258,0,0,0.39102,0,#NAME?, NAN
598,0.00004,34.84965,12,0.04147,0,0,0.49768,0, INF, NAN
599,-0.00019,31.64853,12,0.02962,0,0,0.35549,0,#NAME?, NAN
600,-0.0002,34.58086,12,0.02666,0,0,0.31994,0,#NAME?, NAN
601,-0.0002,32.28972,12,0.03111,0,0,0.37327,0,#NAME?, NAN
602,-0.00017,36.91249,12,0.02518,0,0,0.30215,0,#NAME?, NAN
603,-0.0002,40.97501,12,0.03999,0,0,0.4799,0,#NAME?, NAN
604,-0.00017,43.89602,12,0.03999,0,0,0.4799,0,#NAME?, NAN
605,-0.00018,33.70003,12,0.03259,0,0,0.39104,0,#NAME?, NAN
606,-0.00016,43.08805,12,0.03407,0,0,0.40879,0,#NAME?, NAN
607,-0.0002,32.93254,12,0.03555,0,0,0.42658,0,#NAME?, NAN
608,-0.00018,34.51772,12,0.02518,0,0,0.30216,0,#NAME?, NAN
609,-0.00019,34.94357,12,0.03851,0,0,0.46214,0,#NAME?, NAN
610,-0.0002,43.74058,12,0.03999,0,0,0.47989,0,#NAME?, NAN
611,-0.00019,54.40451,12,0.0474,0,0,0.56877,0,#NAME?, NAN
612,-0.00021,41.23409,12,0.02962,0,0,0.35548,0,#NAME?, NAN
613,-0.00017,51.55475,12,0.0311,0,0,0.37325,0,#NAME?, NAN
614,0.00334,-421.06982,12,0.03703,0,0,0.44435,0,#NAME?, NAN
615,-0.00024,91.26518,12,0.03555,0,0,0.42658,0,#NAME?, NAN
616,-0.00015,70.12514,12,0.03999,0,0,0.4799,0,#NAME?, NAN
617,-0.00019,44.66351,12,0.03999,0,0,0.47991,0,#NAME?, NAN
618,-0.00018,25.22361,12,0.02666,0,0,0.31994,0,#NAME?, NAN
619,-0.01494,16.98522,12,0.1644,0,0,1.97278,0,#NAME?, NAN
620,0.00016,27.82402,12,-0.03703,1793,0.0306,-0.44436,-6.88734,90914.023,-6261.5581
621,-0.00102,27.78192,12,0.03554,1793,-0.19208,0.42652,-45.03514,-14463.389,6513.6079
622,0.00225,48.4362,12,0.10367,2760,0.64938,1.24409,52.19716,7458.8579,3893.3118
623,-0.00004,48.40382,12,0.11552,951,-0.00375,1.38627,-0.27057,-1290494.6,3491.6482
624,-0.00479,51.42036,12,0.13626,951,-0.47666,1.63511,-29.1514,-10787.703,3144.7666
625,-0.00063,31.95941,12,0.16736,1591,-0.1045,2.0083,-5.20356,-30582.273,1591.3657
626,0.0002,29.56464,12,0.12589,1591,0.03362,1.51069,2.22539,87940.82,1957.0306
627,-0.00022,16.65328,12,0.1333,1591,-0.03611,1.59954,-2.25763,-46115.949,1041.129
628,0.00136,45.91676,12,0.1407,2922,0.41497,1.68841,24.57783,11064.961,2719.5269
629,-0.03859,43.45074,12,0.16292,2922,-11.80882,1.95499,-604.03333,-367.95172,2222.551
630,0.00123,1305.8734,12,0.15107,2922,0.37522,1.81282,20.69796,348031,72035.305
631,-0.00945,232.89339,12,0.12441,3505,-3.47018,1.4929,-232.44504,-6711.2715,15600.018
632,-0.00123,2234.0872,12,0.04591,3505,-0.45253,0.55094,-82.13822,-493684.34,405503.56
633,0.00341,5248.5225,12,0.06665,3505,1.24988,0.79975,156.28401,419922.97,656272.5
634,0.00128,4286.8892,12,0.13626,2926,0.39295,1.6351,24.03215,1090948.9,262178.53
635,-0.02849,4989.6284,12,0.15848,2926,-8.72926,1.90172,-459.02036,-57159.781,262375.03
636,0.00427,3401.3699,12,0.15699,2709,1.21178,1.8839,64.32323,280691.13,180549.58
637,0.00209,2129.1123,12,0.15847,2709,0.59394,1.90168,31.23268,358469.97,111959.78
638,0.0046,2600.1113,12,0.1718,2709,1.3052,2.06164,63.30873,199211.84,126118.48
639,0.0031,110.83947,12,0.16144,2816,0.91508,1.93722,47.23658,12112.581,5721.5688
640,-0.0001,64.48715,12,0.1407,2816,-0.02819,1.68842,-1.66979,-228734.44,3819.3887
641,-0.00019,71.75243,12,0.12885,1435,-0.02873,1.54623,-1.858,-249756.81,4640.4805
642,-0.01552,54.87083,12,0.15699,1435,-2.33266,1.8839,-123.82121,-2352.281,2912.6228
643,-0.00518,54.9437,12,0.15107,1435,-0.77795,1.81282,-42.91374,-7062.6191,3030.834
644,-0.00006,49.83518,12,0.10219,2850,-0.01718,1.22631,-1.4009,-290088.22,4063.8362
645,0.00089,46.24869,12,0.1481,2850,0.26457,1.77726,14.88644,17480.695,2602.2527
646,0.00088,53.05735,12,0.13922,2759,0.25557,1.67065,15.29776,20760.184,3175.8425
647,-0.00024,51.91745,12,0.14514,2759,-0.07057,1.74172,-4.05194,-73565.07,2980.811
648,-0.00027,46.35232,12,0.13626,1417,-0.03939,1.63507,-2.40921,-117668.09,2834.875
649,-0.00029,44.72504,12,0.15255,1417,-0.04256,1.83059,-2.32503,-105082.71,2443.2017
650,-0.0002,50.51847,12,0.15996,1419,-0.0291,1.91947,-1.51604,-173603.44,2631.9028
651,-0.03088,76.52901,12,0.16588,1419,-4.58847,1.99055,-230.51324,-1667.8545,3844.6257
652,0.00063,70.30164,12,0.14959,2658,0.17612,1.79505,9.81167,39915.848,3916.4128
653,-0.0002,50.70468,12,0.15107,2658,-0.05498,1.81283,-3.03308,-92216.328,2796.9907
654,-0.02108,62.28992,12,0.14959,2658,-5.86637,1.79505,-326.80762,-1061.8146,3470.0908
655,0.00088,52.69465,12,0.16588,2713,0.24973,1.99055,12.54563,21100.943,2647.2471
656,-0.01643,67.1086,12,0.18365,2713,-4.66904,2.20381,-211.86211,-1437.3101,3045.1152
657,0.00154,53.61758,12,0.15255,2710,0.43731,1.83061,23.88905,12260.635,2928.9487
658,-0.00022,67.8761,12,0.16736,2710,-0.06124,2.00832,-3.04911,-110843.43,3379.739
659,0.00008,665.67316,12,0.17032,1432,0.01128,2.04387,0.55194,5900900,32569.268
660,-0.01831,2456.7424,12,0.17625,1432,-2.74626,2.11497,-129.84904,-89457.672,116159.93
661,0.00216,1179.1788,12,0.06665,1432,0.32436,0.79975,40.55699,363544.84,147442.84
662,0.00044,3068.2378,12,0.06813,3440,0.15741,0.81753,19.25433,1949199,375305.13
663,-0.02686,4426.8076,12,0.09331,3440,-9.6743,1.11967,-864.03394,-45758.414,395368.25
664,0.00093,4224.7339,12,0.1333,2615,0.25357,1.59956,15.85225,1666128.6,264118.84
665,-0.00026,77.8454,12,0.15107,2615,-0.07188,1.81282,-3.96498,-108302.03,4294.1504
666,-0.00035,62.89226,12,0.14811,1414,-0.05218,1.77727,-2.93572,-120539.27,3538.6941
667,-0.00033,63.87672,12,0.15699,1414,-0.04902,1.88392,-2.60186,-130315.37,3390.627
668,-0.02585,39.6991,12,0.14811,1414,-3.82698,1.77727,-215.3289,-1037.3473,2233.7085
669,-0.02055,74.49856,12,0.12441,1414,-3.04294,1.49293,-203.82372,-2448.2424,4990.0986
670,0.00085,63.30677,12,0.12293,3135,0.27777,1.47515,18.82991,22791.139,4291.5508
671,-0.00025,6.21766,12,0.15995,3135,-0.08089,1.91944,-4.21443,-7686.2334,323.93127
672,0.00119,57.23322,12,0.13329,3026,0.37556,1.59953,23.47903,15239.623,3578.116
673,-0.01459,63.52374,12,0.14218,3026,-4.62293,1.70618,-270.95178,-1374.1007,3723.1504
674,0.0004,46.59034,12,0.14366,2546,0.10631,1.72396,6.16647,43826.023,2702.5176
675,-0.00023,60.53959,12,0.15699,2546,-0.0606,1.88392,-3.21659,-99903.695,3213.489
676,-0.00387,55.32744,12,0.18217,2546,-1.03066,2.18604,-47.14718,-5368.1782,2530.9448
677,-0.00003,40.18647,12,0.0622,2546,-0.00776,0.74645,-1.0398,-517757.81,5383.6621
678,0.00122,67.49236,12,0.1333,1870,0.23862,1.59955,14.91794,28284.418,4219.4531
679,-0.00022,29.78323,12,0.15551,1870,-0.04304,1.86614,-2.30619,-69204.422,1595.9836
680,0.00116,60.78732,12,0.13477,3007,0.36375,1.61729,22.49125,16711.348,3758.5903
681,-0.00037,78.19676,12,0.1644,3007,-0.11536,1.97276,-5.8477,-67784.336,3963.8232
682,-0.00269,51.67295,12,0.15255,3007,-0.84619,1.83058,-46.22502,-6106.5723,2822.7642
